date,rented_bike_count,hour,temperaturec,humiditypct,wind_speed_m_s,visibility_10m,dew_point_temperaturec,solar_radiation_mj_m2,rainfallmm,snowfall_cm,seasons,holiday,functioning_day,datetime,weekday,month,Autumn,Spring,Summer,Winter,time_bin,phase0to6,phase7to9,phase10to17,phase18to19,phase20to24,is_raining,is_snowing,temperaturec_squared,is_weekend,is_holiday,is_working_day,temp_rain,temp_snow,humid_rain,lag_1,lag_24,rolling_24_mean,rolling_168_mean
09/12/2017,351,11,0.0,45,1.1,1500,-10.5,0.89,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 11:00:00,5,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1,0,0,0.0,0.0,0,273.0,310.0,304.7083333333333,332.2083333333333
09/12/2017,427,12,2.4,40,0.8,1809,-9.8,1.05,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 12:00:00,5,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,0,5.76,1,0,0,0.0,0.0,0,351.0,355.0,306.4166666666667,331.98809523809524
09/12/2017,431,13,3.9,36,2.0,1702,-9.8,1.13,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 13:00:00,5,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,0,15.209999999999999,1,0,0,0.0,0.0,0,427.0,354.0,309.4166666666667,331.67857142857144
09/12/2017,486,14,4.7,32,2.2,1948,-10.6,1.06,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 14:00:00,5,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,0,22.090000000000003,1,0,0,0.0,0.0,0,431.0,350.0,312.625,330.63690476190476
09/12/2017,569,15,5.2,30,2.0,1963,-11.0,0.84,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 15:00:00,5,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,0,27.040000000000003,1,0,0,0.0,0.0,0,486.0,362.0,318.2916666666667,329.89285714285717
09/12/2017,546,16,4.4,33,1.6,1963,-10.5,0.4,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 16:00:00,5,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,0,19.360000000000003,1,0,0,0.0,0.0,0,569.0,401.0,326.9166666666667,329.7738095238095
09/12/2017,481,17,3.5,37,1.8,1963,-9.8,0.1,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 17:00:00,5,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,0,12.25,1,0,0,0.0,0.0,0,546.0,500.0,332.9583333333333,329.3452380952381
09/12/2017,384,18,2.5,41,1.0,1974,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 18:00:00,5,12,0.0,0.0,0.0,1.0,phase18to19,0.0,0.0,0.0,1.0,0.0,0,0,6.25,1,0,0,0.0,0.0,0,481.0,752.0,332.1666666666667,328.80357142857144
09/12/2017,275,19,1.5,48,0.4,1878,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 19:00:00,5,12,0.0,0.0,0.0,1.0,phase18to19,0.0,0.0,0.0,1.0,0.0,0,0,2.25,1,0,0,0.0,0.0,0,384.0,477.0,316.8333333333333,328.17857142857144
09/12/2017,298,20,0.8,51,1.4,1848,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 20:00:00,5,12,0.0,0.0,0.0,1.0,phase20to24,0.0,0.0,0.0,0.0,1.0,0,0,0.6400000000000001,1,0,0,0.0,0.0,0,275.0,384.0,308.4166666666667,327.5238095238095
09/12/2017,321,21,-0.1,55,0.7,1654,-8.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 21:00:00,5,12,0.0,0.0,0.0,1.0,phase20to24,0.0,0.0,0.0,0.0,1.0,0,0,0.010000000000000002,1,0,0,-0.0,-0.0,0,298.0,336.0,304.8333333333333,327.1607142857143
09/12/2017,289,22,-0.5,55,0.6,1655,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 22:00:00,5,12,0.0,0.0,0.0,1.0,phase20to24,0.0,0.0,0.0,0.0,1.0,0,0,0.25,1,0,0,-0.0,-0.0,0,321.0,347.0,304.2083333333333,326.82738095238096
09/12/2017,265,23,-0.1,54,1.3,1570,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-09 23:00:00,5,12,0.0,0.0,0.0,1.0,phase20to24,0.0,0.0,0.0,0.0,1.0,0,0,0.010000000000000002,1,0,0,-0.0,-0.0,0,289.0,275.0,301.7916666666667,326.4404761904762
10/12/2017,326,0,-0.2,55,1.0,1629,-8.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 00:00:00,6,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,0.04000000000000001,1,0,0,-0.0,-0.0,0,265.0,267.0,301.375,325.8392857142857
10/12/2017,280,1,-0.2,54,0.5,1747,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 01:00:00,6,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,0.04000000000000001,1,0,0,-0.0,-0.0,0,326.0,296.0,303.8333333333333,325.7440476190476
10/12/2017,243,2,0.2,52,0.7,1726,-8.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 02:00:00,6,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,0.04000000000000001,1,0,0,0.0,0.0,0,280.0,237.0,303.1666666666667,326.0595238095238
10/12/2017,169,3,0.3,53,0.5,1748,-8.1,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 03:00:00,6,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,0.09,1,0,0,0.0,0.0,0,243.0,169.0,303.4166666666667,326.1488095238095
10/12/2017,71,4,0.4,52,1.6,1816,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 04:00:00,6,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,0.16000000000000003,1,0,0,0.0,0.0,0,169.0,96.0,303.4166666666667,326.4583333333333
10/12/2017,13,5,0.3,74,1.0,178,-3.7,0.0,0.0,0.7,Winter,No Holiday,Yes,2017-12-10 05:00:00,6,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,1,0.09,1,0,0,0.0,0.3,0,71.0,56.0,302.375,326.42857142857144
10/12/2017,9,6,-0.5,90,0.9,91,-1.9,0.0,2.5,2.7,Winter,No Holiday,Yes,2017-12-10 06:00:00,6,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,1,1,0.25,1,0,0,-0.5,-0.5,90,13.0,76.0,300.5833333333333,326.3154761904762
10/12/2017,20,7,-0.4,92,1.1,121,-1.5,0.0,0.0,4.0,Winter,No Holiday,Yes,2017-12-10 07:00:00,6,12,0.0,0.0,0.0,1.0,phase7to9,0.0,1.0,0.0,0.0,0.0,0,1,0.16000000000000003,1,0,0,-0.0,-0.4,0,9.0,127.0,297.7916666666667,326.2916666666667
10/12/2017,35,8,-0.2,90,1.2,378,-1.6,0.0,0.0,4.1,Winter,No Holiday,Yes,2017-12-10 08:00:00,6,12,0.0,0.0,0.0,1.0,phase7to9,0.0,1.0,0.0,0.0,0.0,0,1,0.04000000000000001,1,0,0,-0.0,-0.2,0,20.0,222.0,293.3333333333333,326.2797619047619
10/12/2017,31,9,0.2,90,1.0,305,-1.2,0.0,1.6,4.3,Winter,No Holiday,Yes,2017-12-10 09:00:00,6,12,0.0,0.0,0.0,1.0,phase7to9,0.0,1.0,0.0,0.0,0.0,1,1,0.04000000000000001,1,0,0,0.2,0.2,90,35.0,291.0,285.5416666666667,325.98214285714283
10/12/2017,19,10,0.5,91,0.4,143,-0.8,0.0,0.0,4.3,Winter,No Holiday,Yes,2017-12-10 10:00:00,6,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,1,0.25,1,0,0,0.0,0.5,0,31.0,273.0,274.7083333333333,325.26190476190476
10/12/2017,58,11,0.9,92,0.9,137,-0.2,0.03,0.0,3.9,Winter,No Holiday,Yes,2017-12-10 11:00:00,6,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,1,0.81,1,0,0,0.0,0.9,0,19.0,351.0,264.125,324.1845238095238
10/12/2017,119,12,2.3,88,0.3,245,0.5,0.28,0.0,3.1,Winter,No Holiday,Yes,2017-12-10 12:00:00,6,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,1,5.289999999999999,1,0,0,0.0,2.3,0,58.0,427.0,251.91666666666666,322.9047619047619
10/12/2017,182,13,3.3,87,1.1,230,1.3,0.54,0.0,2.1,Winter,No Holiday,Yes,2017-12-10 13:00:00,6,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,1,10.889999999999999,1,0,0,0.0,3.3,0,119.0,431.0,239.08333333333334,321.6309523809524
10/12/2017,235,14,4.2,85,0.7,325,1.8,0.65,0.0,1.4,Winter,No Holiday,Yes,2017-12-10 14:00:00,6,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,1,17.64,1,0,0,0.0,4.2,0,182.0,486.0,228.70833333333334,319.76785714285717
10/12/2017,180,15,6.7,63,4.5,715,0.1,0.35,0.0,1.0,Winter,No Holiday,Yes,2017-12-10 15:00:00,6,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,1,44.89,1,0,0,0.0,6.7,0,235.0,569.0,218.25,317.8154761904762
10/12/2017,214,16,5.4,71,3.5,622,0.5,0.2,0.0,0.5,Winter,No Holiday,Yes,2017-12-10 16:00:00,6,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,1,29.160000000000004,1,0,0,0.0,5.4,0,180.0,546.0,202.04166666666666,315.1904761904762
10/12/2017,226,17,3.6,65,4.3,1061,-2.3,0.03,0.0,0.4,Winter,No Holiday,Yes,2017-12-10 17:00:00,6,12,0.0,0.0,0.0,1.0,phase10to17,0.0,0.0,1.0,0.0,0.0,0,1,12.96,1,0,0,0.0,3.6,0,214.0,481.0,188.20833333333334,312.9047619047619
10/12/2017,210,18,2.0,61,3.0,2000,-4.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 18:00:00,6,12,0.0,0.0,0.0,1.0,phase18to19,0.0,0.0,0.0,1.0,0.0,0,0,4.0,1,0,0,0.0,0.0,0,226.0,384.0,177.58333333333334,311.0059523809524
10/12/2017,181,19,1.6,53,4.0,2000,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 19:00:00,6,12,0.0,0.0,0.0,1.0,phase18to19,0.0,0.0,0.0,1.0,0.0,0,0,2.5600000000000005,1,0,0,0.0,0.0,0,210.0,275.0,170.33333333333334,309.6190476190476
10/12/2017,165,20,0.6,57,3.9,1954,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 20:00:00,6,12,0.0,0.0,0.0,1.0,phase20to24,0.0,0.0,0.0,0.0,1.0,0,0,0.36,1,0,0,0.0,0.0,0,181.0,298.0,166.41666666666666,308.1845238095238
10/12/2017,167,21,0.0,59,3.0,1862,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 21:00:00,6,12,0.0,0.0,0.0,1.0,phase20to24,0.0,0.0,0.0,0.0,1.0,0,0,0.0,1,0,0,0.0,0.0,0,165.0,321.0,160.875,306.80357142857144
10/12/2017,152,22,-1.0,56,4.7,2000,-8.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 22:00:00,6,12,0.0,0.0,0.0,1.0,phase20to24,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1,0,0,-0.0,-0.0,0,167.0,289.0,154.45833333333334,305.5059523809524
10/12/2017,148,23,-1.4,43,4.3,2000,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-10 23:00:00,6,12,0.0,0.0,0.0,1.0,phase20to24,0.0,0.0,0.0,0.0,1.0,0,0,1.9599999999999997,1,0,0,-0.0,-0.0,0,152.0,265.0,148.75,304.32738095238096
11/12/2017,125,0,-2.5,39,3.4,2000,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-11 00:00:00,0,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,6.25,0,0,1,-0.0,-0.0,0,148.0,326.0,143.875,303.4047619047619
11/12/2017,111,1,-3.4,36,3.8,2000,-16.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-11 01:00:00,0,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,11.559999999999999,0,0,1,-0.0,-0.0,0,125.0,280.0,135.5,302.45238095238096
11/12/2017,67,2,-4.2,35,3.4,2000,-17.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-11 02:00:00,0,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,17.64,0,0,1,-0.0,-0.0,0,111.0,243.0,128.45833333333334,302.0059523809524
11/12/2017,45,3,-4.7,38,2.4,2000,-16.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-11 03:00:00,0,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,22.090000000000003,0,0,1,-0.0,-0.0,0,67.0,169.0,121.125,301.73809523809524
11/12/2017,44,4,-5.2,35,3.2,2000,-18.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-11 04:00:00,0,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,27.040000000000003,0,0,1,-0.0,-0.0,0,45.0,71.0,115.95833333333333,301.6190476190476
11/12/2017,86,5,-5.6,38,3.2,1974,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-11 05:00:00,0,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,31.359999999999996,0,0,1,-0.0,-0.0,0,44.0,13.0,114.83333333333333,301.63690476190476
11/12/2017,136,6,-5.9,39,2.9,1979,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-11 06:00:00,0,12,0.0,0.0,0.0,1.0,phase0to6,1.0,0.0,0.0,0.0,0.0,0,0,34.81,0,0,1,-0.0,-0.0,0,86.0,9.0,117.875,301.6607142857143
11/12/2017,325,7,-6.0,39,3.1,1996,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2017-12-11 07:00:00,0,12,0.0,0.0,0.0,1.0,phase7to9,0.0,1.0,0.0,0.0,0.0,0,0,36.0,0,0,1,-0.0,-0.0,0,136.0,20.0,123.16666666666667,301.2797619047619
11/12/2017,653,8,-6.0,38,3.6,1994,-18.0,0.01,0.0,0.0,Winter,No Holiday,Yes,2017-12-11 08:00:00,0,12,0.0,0.0,0.0,1.0,phase7to9,0.0,1.0,0.0,0.0,0.0,0,0,36.0,0,0,1,-0.0,-0.0,0,325.0,35.0,135.875,300.25
11/12/2017,326,9,-5.9,36,5.1,1941,-18.6,0.1,0.0,0.0,Winter,No Holiday,Yes,2017-12-11 09:00:00,0,12,0.0,0.0,0.0,1.0,phase7to9,0.0,1.0,0.0,0.0,0.0,0,0,34.81,0,0,1,-0.0,-0.0,0,653.0,31.0,161.625,298.5595238095238
